,rating,title,timestamp,preprocessed_review,sentiment,label
168098,5,Yes!,2016-06-29 19:27:56.000,yes extremely bright long last good pink get,1.0,1
628394,5,Pretty Good,2020-07-07 03:17:51.436,pretty good work awesomely body oil travel spill waste,1.0,1
597045,5,Great,2020-05-28 23:12:28.520,great great soap   love scent feel great skin,1.0,1
256457,1,unimpressed,2021-06-11 21:32:20.628,unimpressed bar come package break melt mailer,-1.0,0
627229,2,Two Stars,2016-01-31 20:29:12.000,star small difference,-0.5,0
652165,2,half on my face at end of day,2021-08-30 13:10:14.527,half face end day not stay lash smudge horribly,-0.5,0
373665,1,Strap comes out...useless.,2021-08-01 23:30:22.071,strap come outuseless self explanatory headline junk,-1.0,0
347777,5,Wonderfully soft and designed to get you clean,2019-03-22 12:42:51.746,wonderfully soft design clean great wonderfully soft bath brush design body clean like m order,1.0,1
195696,5,Overall great,2019-02-13 14:11:15.304,overall great overall great product couple tear s ok work like charm d def buy actually go to need soon,1.0,1
398644,5,Bling bling band too cute,2020-01-28 04:25:49.827,ble ble band cute light weight comfortable   mention super cute,1.0,1
362879,5,Cute,2019-08-16 01:55:35.578,cute like quality receive decent sturdy,1.0,1
368860,3,Doesn't smell like MAMBO to me,2020-04-25 03:57:31.936,not smell like mambo fragrance unpleasant smell like mambo disappoint,0.0,0
18055,4,Four Stars,2017-02-28 23:27:27.000,star ok,0.5,1
45606,5,Fresher Look,2016-10-11 22:42:03.000,fresher look use type product   friend tell primer think try   will not makeup primer   make skin feel silky smooth   foundation makeup look well natural   makeup look smoother   look good day   product irritate skin way   clear gel scent   like,1.0,1
592437,5,Best wet shave soap evee,2020-01-04 22:29:52.670,well wet shave soap evee good shaving soap ve mix dab proraso good shaving experience,1.0,1
271416,5,I like the effect of this product on my skin,2017-09-17 21:09:02.620,like effect product skin like effect product skin buy second time hard find right eye   delicate area product allergic negative effect far reorder,1.0,1
474737,2,"Pretty but poorly made, returned",2020-08-12 13:40:26.408,pretty poorly return wig cap small head claim average size pretty snug fine hair naturally cut short bob bulk wig not problem ve find half average size wig ve try small return not like cut noticeable demarcation long layer short layer middle layer miss long layer stay shoulder short layer come shoulder wig look like short wig instead long,-0.5,0
345402,5,Love it!,2016-08-05 14:53:52.000,love buy luxlock granddaughter loss earring luxlock,1.0,1
626708,5,Great moisturizer,2023-01-26 14:31:25.303,great moisturizer great product natural curly hair amazing,1.0,1
388541,5,Does the job!,2021-02-23 04:32:08.265,job job,1.0,1
631244,5,Five Stars,2017-10-16 02:27:53.461,star beautiful hair soft   bundle half rd,1.0,1
50448,5,good product,2021-04-09 06:06:23.664,good product describe,1.0,1
448698,4,Good for scalp,2016-01-29 07:07:29.000,good scalp leave hair bit moisturize not weigh fine thin hair little sticky feeling wet hair dry try brand return not find well love ph balance scalp flaky,0.5,1
302901,5,Great Eyelashes!!,2021-01-16 01:25:19.567,great eyelash great eyelash easy remove overall,1.0,1
21925,5,Good buy,2021-04-26 01:34:15.756,good buy absolute hit son birthday party kid cover tattoo end day,1.0,1
273996,5,Fun for preteens,2022-07-08 16:30:15.107,fun preteen grandson love comb use comb hair trick totally toy see dangerous,1.0,1
142035,5,Very nice,2018-09-04 14:35:09.572,nice exactly like description   recommend buy,1.0,1
397221,1,WORTHLESS,2016-03-25 14:59:08.000,worthless horrible cheap   flimsy not   pair pay   not waste effort time money,-1.0,0
144683,5,Great Moisturizer,2010-01-04 06:22:09.000,great moisturizer bottle jergens moisturizer desk office day coworker say wonderful smell cherryalmond scent jergen let try lotion hand end go buy bottle jergen great moisturizer great everyday use,1.0,1
61164,5,The fit,2021-11-18 00:33:17.484,fit fit,1.0,1
387891,5,AWESOME,2014-04-23 09:38:52.000,awesome look elegant male gift perfect expect lightweight hollownot tool sharp shiny importantly amazing quality packaging nice love,1.0,1
166871,5,Fast delivery,2019-08-29 12:06:21.787,fast delivery love fresh smell smooth skin feel,1.0,1
679864,4,it's a great perfume for anyone,2022-08-20 18:26:59.331,great perfume lovely perfume fresh powder scent look wish perfume big bottle,0.5,1
115163,5,Perfect moisturizer,2021-04-28 20:25:57.184,perfect moisturizer love gel type moisturizer disappear skin leave dewy glow sticky whatsoever,1.0,1
286696,5,Great hair mask,2020-05-22 18:14:02.363,great hair mask mask excellent hydrate damaged hair die lot hair hair brittle fragile notice difference use smell good worthy use weekbr highly recommend hair mask,1.0,1
289534,4,Four Stars,2017-07-09 17:16:44.093,star work price,0.5,1
381142,5,LOVE!,2022-02-18 14:04:16.253,love love mascara buy expensive brand good well look great,1.0,1
666354,1,Doesn't work,2018-02-17 21:13:09.323,not work work switch bad occasionally flicker stay,-1.0,0
636664,5,Five Stars,2015-02-08 18:52:22.000,star great product like hear dentist home care great,1.0,1
20442,5,Nice quality and holds its shape well,2018-04-09 20:19:16.848,nice quality hold shape small overwhelm outfit big statement   nice quality hold shape,1.0,1
285058,5,Very durable and comfortable!!,2020-06-21 01:48:43.769,durable comfortable see target     know amazon beat durable comfortable adult forget   year old party love,1.0,1
210165,4,"Holds, but not sticky!",2015-08-03 22:25:57.000,hold sticky buy styling clay discount price husband use honest feedback apply spray ask switch clay bad well get recede hair use spray hold hair leave sticky unnatural say clay give effect definitely win,0.5,1
51657,5,Amazing,2020-11-03 22:30:58.399,amazing amazing,1.0,1
401819,5,Good for on the Go When Lacking Time to Floss,2021-05-15 04:01:29.164,good lacking time floss enjoy water pick give lazy floss thing definitely help life overslept morning need brush real fastbr br price definitely agreeable product will not replace floss definitely help,1.0,1
601937,5,Color correcting primer-works great,2018-10-26 02:20:24.673,color correct primerwork great use beauty blender good coverage apply finger use peach eye yellow brighten green cover red spot wish green portion large,1.0,1
267691,5,Does what it says it will do,2013-03-31 13:44:50.000,say gentle product easy use     hour burn   intend   love product,1.0,1
684598,4,I'm very satisfied with this product it does what it say's and ...,2015-11-02 20:04:53.000,m satisfied product say   m satisfied product say wife foot happy,0.5,1
277863,5,Five Stars,2018-02-15 01:15:47.212,star work good,1.0,1
326596,5,it was a lot of fun.. easy to use,2017-04-17 09:10:51.000,lot fun easy use try right away   lot fun easy use,1.0,1
25396,5,Great,2018-04-29 23:44:17.520,great buy metal comb tired plastic one break love throw purse know tooth will not break easy clean comb knot m happy,1.0,1
419412,5,Great product,2020-10-28 18:53:51.640,great product gift husband   love order smell great last long time,1.0,1
700164,3,Three Stars,2018-04-01 22:06:03.082,star okay tip break day use,0.0,0
529455,5,"Great polish, great price.",2019-07-20 14:35:41.033,great polish great price good deal ve paint nail stay   week chip beach,1.0,1
684752,5,Great product,2017-02-16 16:27:19.000,great product favorite cleansing oil,1.0,1
444049,4,Hair dryer is 1200 W - Not 1600.,2020-05-26 16:56:40.745,hair dryer   w     buy hair dryer size   yr guarantee hear brand despite description internet box dryer state w w leary old dryer w dry hair fairly quickly say surprised quieter take time dry previous dryer cord substantial size good travel diffuser work cold shot nice   unit hot plastic difuser   careful take   star rating travel dryer v travel mexico fine d buy different dryer europeoversea ve day   verdict pende far good,0.5,1
125115,5,Makes my silver locks glow!,2022-12-07 22:55:39.702,make silver lock glow silvery grey hair purple shampoo conditioner help silver hair look good,1.0,1
511902,1,Too small,2019-12-05 19:29:41.316,small love product size dime,-1.0,0
449179,5,Feel like a princess,2021-05-14 03:09:39.484,feel like princess great quality beautiful   comfortable adult child,1.0,1
278982,1,WASTE OF MONEY,2021-07-28 20:28:37.948,waste money bad product market space stay pretty good tell look like kid stick tatoo not look like hair edge   shiny whitish look like clown stick take pack straight trash bin go zero star worth   star waste precious money,-1.0,0
93873,5,Great Product,2013-07-16 14:23:09.000,great product like   feel like get skin super clean   clear clogged pore natural ingredient,1.0,1
405605,5,Worth every penny!!,2020-12-15 08:40:23.277,worth penny body oil perfect consistency apply immediately shower   quickly absorb skin help achieve desire suppleness glow   fragrance light overpower soft subtle aroma   come easytouse spray bottle   vendor send secure container arrive quickly   pleased product vendor,1.0,1
636977,5,So realistic!,2020-06-12 06:27:58.696,realistic not believe product actually work come black liquid liner easy apply remove irritate sensitive eye smell great highly recommend,1.0,1
239105,4,"Good, not great.",2016-12-19 18:47:59.000,good great good not fold completely flat,0.5,1
108646,5,Fits BaBylissPRO Ceramix Xtreme Dryer,2019-06-14 22:57:41.489,fit babylisspro ceramix xtreme dryer collapsible design great silicone not hot diffuse air m frizzy mess,1.0,1
408504,5,"Fit well, great material",2021-03-03 19:57:27.868,fit great material fit   stay,1.0,1
194939,5,love,2015-01-27 01:05:25.000,love love conditioner thick hair leave hair silky,1.0,1
512266,5,It’s good for waxing,2020-05-14 13:40:25.099,good wax like butt,1.0,1
204155,3,Not 10in,2018-07-21 00:07:36.116,cute hair   inch,0.0,0
482609,1,These are terrible. They clamp shut before you have a chance ...,2018-05-02 19:58:14.153,terrible clamp shut chance   terrible clamp shut chance adjust lashesbr solid minute try coat layer mascara lash leave lesson learn,-1.0,0
331849,5,Very happy,2019-02-08 23:19:16.460,happy great color daughter love,1.0,1
567728,5,Favorite natural looking blush that is easy to apply. Seller was prompt with delivery.,2015-11-21 15:21:35.000,favorite natural look blush easy apply seller prompt delivery great price great product need order love,1.0,1
568353,5,Once you try never go to anything else,2021-02-09 15:21:46.454,try amazing coverage lightweight ve year good foundation,1.0,1
34570,3,Good for the price BUT,2022-01-09 21:31:27.209,good price get work house cleaner mainly soap cleaning product good price top break easily usually lid last   day fall annoying bottle upright,0.0,0
310706,5,My hair love it.,2022-03-05 16:11:29.686,hair love hair feel light shine fluffy build dandruff love,1.0,1
584947,2,Good toothbrush - but....,2010-02-07 09:43:16.000,good toothbrush   work advertise   purchase use home travel charger v good v power note product detail   excuse braun have multivoltage charger,-0.5,0
281489,3,Disappointing,2021-02-26 21:08:33.901,disappointing product self not good shampoo lather hair stiff conditioner not hair feel silky not good,0.0,0
573177,2,Too small,2020-11-20 15:11:11.202,small hard small kid sized fit grownup,-0.5,0
56203,5,Five Stars,2017-06-25 21:01:51.671,star great,1.0,1
55914,3,Basically just vaseline,2021-04-01 15:28:31.478,basically vaseline pharmacist product essentially vaseline moisturize worth pricetag,0.0,0
521546,5,10*,2020-03-12 01:06:14.381,  great product,1.0,1
496695,5,Yessss LOVE THE LASHES,2021-05-26 02:31:01.687,yessss love lash love false lash compliment work cute normal day go recommend buy,1.0,1
38523,5,Pretty and Sturdy,2021-06-22 12:58:59.408,pretty sturdy long thick hair hair stick hold bun keep not problem come loose fall,1.0,1
260559,4,"Been using it for years, it works!",2021-11-09 00:49:41.602,year work eye,0.5,1
19940,4,"I loved the smells, but not the price",2022-04-17 14:15:07.312,love smell price soap smell amazing little pricey everyday use buy maybe twice year treat,0.5,1
317182,5,Great choice!,2021-07-04 15:38:30.218,great choice pretty sturdy get lot compliment,1.0,1
153861,5,100% Natural Ingredients Are Perfect for Moisturizing Dry,2016-03-23 02:35:53.000,  natural ingredient perfect moisturize dry antibacterial body wash tea tree oil argan oil coconut oil formula keeva   natural ingredient perfect moisturize dry sensitive skin   fight body acne body hairi not think suppose hair not leave hair greasy delicate skin shavebr receive free virtually product testing review obligation provide positive review receive incentive reward aim highlight feature drawback want know buyer hype product manufacturer remark sincere work hard try write insightful thoughtful review item hope review helpful let know vote helpful   think review help comment improve help well reviewer   review completely honest personal experience product opinion opinion vary receive monetary compensation require good review disclosure accordance federal trade commission guideline testimony advertising,1.0,1
202179,5,"Great quality, easy to use",2019-07-03 15:04:58.728,great quality easy use work great nice see clear skin day,1.0,1
229292,5,Five Stars,2018-06-06 05:09:26.683,star,1.0,1
203003,5,I really like it...,2005-01-02 21:49:13.000,like great toothbrush   sonicare past   year enjoy toothbrush   batter die try decide buy new sonicare difference route professionalcare   glad switchbr br dentist recommend change like sonicare think want try different   love pushingvibrating feel tooth   sensitive toothbrush feel bristle work tooth   difference clean plaque keep tooth cleanbr br slightly messy sonicare toothpaste etc run handle brush pleased purchase   package come hummingbird flosser favorite thing normal flosser turn different head toothbrush   good buy,1.0,1
536079,5,Five Stars,2017-06-16 03:47:35.834,star good hair,1.0,1
286710,3,Three Stars,2018-02-18 19:03:43.814,star cool nose ring ball end mske hard nose,0.0,0
671806,5,Lume,2023-06-08 00:37:26.793,lume love stuff bit pricey stand,1.0,1
606859,4,Really does Work!,2021-01-12 05:19:48.247,work start couple week ago order progress need use   min day great product,0.5,1
107246,4,Smells great,2018-02-12 03:59:13.883,smell great like stuff help greatly dry skin think,0.5,1
75901,1,"Great smell, just wish customer service was a little better",2021-04-27 10:26:47.367,great smell wish customer service little well love scent claim deliver picture tell send find week hat not able ship eventually refund,-1.0,0
412636,5,Great facial moisturizer,2021-10-19 06:13:04.961,great facial moisturizer m allergic great job moisturize face,1.0,1
175691,3,Ok...not extraordinary,2022-10-11 16:11:51.516,oknot extraordinary expensive understandably import ok guess expect soothing nice cup wrap ymmv,0.0,0
280027,4,Four Stars,2018-01-08 22:45:24.570,star good wig,0.5,1
230833,5,Five Stars,2017-06-06 00:06:37.000,star exactly want,1.0,1
233346,3,Good enough,2018-12-06 02:42:55.174,good good purpose,0.0,0
432786,5,Would place order with them again!,2017-03-25 18:53:59.000,place order issue delivery resolve love product certainly order issue fault zinkcolorbeauty bent backwards apologize happy successful thank,1.0,1
69663,2,Handle is too short,2018-03-07 23:36:24.123,handle short handle short motor weak,-0.5,0
359544,1,"Do Not Buy, No Snap Closure",2020-06-21 05:08:35.604,buy snap closure false picture show snap closure look snap closure buy item lie,-1.0,0
167802,3,Eyes can sweat,2019-07-12 20:52:32.934,eye sweat work,0.0,0
212984,4,Great value! Just don't mix it with certain things!!!,2018-09-13 20:52:03.709,great value not mix certain thing satisfied stuff resign buy lower rate twice expensive cream find good true   antiage usabr worried fare fear unfounded combination skin absorb quickly residue moisturize smooth breakout bad reaction cleanpleasant looking useful design work great want mix facial oil right broadsurface type pump instead hand separate container lid extra product go wastebr mix thing suspect gel base product m completely sure find clump s common problem apply stuff separatelybr br update water make clump definitely not play leftover neutrogena hydroboost gel moisturizer find lid not tight start dry clumping bit leave day,0.5,1
546914,5,Cute Mickey,2023-03-30 02:53:25.625,cute mickey great packaging cute bottle,1.0,1
348756,5,"if smooth is important to Ypu, this is the stuff  !",2020-02-16 20:32:58.914,smooth important ypu stuff    product year disappoint,1.0,1
622871,5,That's exactly what I'm looking for,2019-02-27 02:01:47.174,s exactly m look s exactly m look easy travel buy recommend friend,1.0,1
330760,2,Poor quality,2020-07-09 01:48:50.127,poor quality thing good polish color possibly knock quality bad thin polish take coat opaque not recommend,-0.5,0
585283,5,So soft,2019-10-21 14:28:56.636,soft love leave skin soft fresh,1.0,1
576202,4,Great deodorant I can say the best but the price ...,2018-01-19 22:26:10.773,great deodorant good price   great deodorant good price go s complain price,0.5,1
585501,5,LOVE,2022-01-03 18:55:01.210,love acrylic nail come   year want game learn apply fake nail tip love have short fake nail long perfect clip little size wise size fit perfectly nail ill buy run sorry bad paint job thumb time strip design lol,1.0,1
142020,5,Great purchase,2021-04-06 12:05:29.205,great purchase love jar heavy duty hold lot tool,1.0,1
203748,2,Two Stars,2015-11-28 19:51:38.000,star bottle stop sprayingbr product useless,-0.5,0
171583,5,TRUELY NOT GREASY!!  NICE CITRUS SCENT!!,2017-11-22 17:21:05.264,truely greasy   nice citrus scent love   learn product sofitel munich bayerpost hotel munich germany past october    spa massage facial   product truly greasy citrus lemony scent overwhelming   initially feel oily second absorb skin feel smooth   apply shower shower   order amazon ship uk international post post office pick   packaging terrific   glass bottle carefully wrap bubble wrap padded envelope   issue   wish spray head pump misty spray shoot straight stream,1.0,1
24895,5,Works great!,2018-09-08 20:10:21.432,work great product totally worth,1.0,1
287032,5,Smells Amazing,2022-06-14 04:11:54.535,smell amazing love gentle rosy exfoliate cold cream use face tissue lift makeup gently exfoliate skin leave moisturize greasy great product buy,1.0,1
191241,4,Not too bad,2018-10-03 23:51:34.412,bad easy use holographic d like sun,0.5,1
17868,4,worked alright,2016-05-03 16:57:00.000,work alright not notice difference eyelash product certainly soft removed eyemakeup fairly issue drop actually eyelid puff look swollen definitely not leave extended amount time,0.5,1
686058,5,Good for the price,2016-11-15 02:01:51.000,good price not bad price look plastic tongue ring cheap take chance fast shipping like people complain duplicate receive   total   purple receive clear neon green neon pink peachy pink neon orange blue luckily color want duplicate ball not big bar not long short fit right irritate getting catch tooth m sure one get glow buy color price overall happy purchase,1.0,1
32119,2,didnt care for the smell,2017-12-10 22:22:30.998,not care smell nice oil not care smell   safari perfume year ago not smell   packaging nice give friend,-0.5,0
365322,5,Love,2018-11-17 20:23:14.333,love want natural hair plastic clear spray bottle,1.0,1
180222,5,Loved the quality of polishes,2021-02-15 20:42:32.960,love quality polish nice color,1.0,1
356548,5,Refeshing,2019-04-11 03:28:25.890,refeshe absolutely love scent nice soapy clean fragrance soap lather nicely rinse easily definitely purchase,1.0,1
451671,5,I highly recommend this item,2015-02-09 06:07:58.000,highly recommend item wear sandal year possibly heel rough ve couple time love like rechargeable instead battery operate,1.0,1
200853,2,Disappointed!,2017-03-07 07:46:27.000,disappoint agree reviewer cape   poor quality   thin lay flat   neck large   buy cover shirt henna hair   henna not stain clothe pull string tight neck   shoulder expose henna stain cape cover cape expensive m pretty sure find similar dollar store,-0.5,0
696129,5,keep buying and saving at the same time,2020-04-08 05:00:33.117,buy save time product local store save,1.0,1
85995,5,Highly recommend this toothbrush set,2018-07-01 14:06:34.878,highly recommend toothbrush set perfect size brush little hand soft bristle little like brush,1.0,1
437623,4,Very Nice,2014-06-02 23:26:07.000,nice take effort peel label access lid   open   label go edge lid   tab suppose pull not work   take bit product finger texture bit fluffy bit different mango version brand   try inside armvery nice apply smooth   easy skin feel moist oily like mango version   scent kind plantwoodsy   like   m happy w purchase,0.5,1
673912,5,this color was amazing 。 soft bright makes My lip looks so good,2014-11-24 18:34:36.000,color amazing   soft bright make lip look good color     amazing   soft bright   make lip look good,1.0,1
121864,3,Wouldn’t buy again,2020-07-10 13:17:38.041,not buy read magazine rave review   product live praise,0.0,0
107693,5,Great hold,2021-05-25 16:19:50.379,great hold product good hold,1.0,1
288591,5,So cute,2021-02-21 06:17:36.316,cute super cute,1.0,1
527303,5,It’s a must buy!,2021-03-08 01:19:14.191,buy love hair super soft not worry wig slip secure   clip velcro strap headband tight get   inch try love   long definitely recommend buy,1.0,1
18945,4,It's fine,2022-11-08 12:04:52.696,fine ok lip balmgloss probably think gloss balm butter unique flavor scent different formula thick sticky easy apply leave nice shine lip feel moisturize little not feel like last hydration prefer thick lip balm s m ill use shine moisture,0.5,1
453744,1,Disappointed,2016-02-03 19:49:48.000,disappoint look fake like fall apart quickly use hair   minute   not stay pin lose disappointed,-1.0,0
112130,5,Air Freshener,2019-09-18 16:37:08.338,air freshener okay admit use bathroom spray,1.0,1
56017,5,Five Stars,2018-04-15 22:14:26.747,star great color,1.0,1
237988,5,works great,2020-08-23 15:07:53.800,work great help mask away mouth make easy wear long timethis size fit small adult size perfect husband need large adult size,1.0,1
145520,5,I ordered this diffuser & it fits & works great. I like that it is collapsible for travel ...,2016-02-21 10:40:16.000,order diffuser   fit   work great like collapsible travel   previously buy universal fit diffuser hair dryer approx   inch hole retail store not fit return   order diffuser   fit   work great   like collapsible travel,1.0,1
374929,5,Where have these been all my life?! I ...,2015-10-28 00:11:44.000,life   life load thick unruly hair hold way desk work case hair tie snap need bang face minute,1.0,1
595799,5,Five Stars,2015-03-08 04:41:36.000,star cute work great,1.0,1
151657,4,Easy to use,2021-02-23 20:51:18.815,easy use perfect elderly wheelchair bind relative,0.5,1
277221,5,Great Product,2019-12-16 04:23:24.028,great product,1.0,1
634506,5,Great bang for buck,2020-11-12 05:09:19.514,great bang buck easy hold work,1.0,1
594864,5,Five Stars,2015-09-17 01:02:43.000,star good mascara reasonable price,1.0,1
246300,2,"Not made for thick, curly hair",2016-12-17 23:45:10.000,thick curly hair thick curly hair like idea able simply brush use   straightener hair hair lot straight leave wave pretty straight hair m sure work great curse curly hair,-0.5,0
406205,1,Not white and ivory,2019-07-08 00:16:06.507,white ivory look white ivory actuality light blue peachalmost orange not open package need want return immediately,-1.0,0
154048,1,One Star,2015-08-23 21:28:44.000,star fall apart use,-1.0,0
212212,5,Awesome curly curls.,2017-03-25 19:52:39.000,awesome curly curl love set shower sleep morning curl easy use travel need electric look like use love case,1.0,1
283622,1,Save your money. Cheap and novel.,2015-10-06 15:29:46.000,save money cheap novel get star bristle attach pumice stone break half use small tile shower stick suction cup weird place portion come easily hold area pumice stone scrub foot buy poor quality,-1.0,0
560991,5,Great quality hair,2021-03-10 02:30:23.749,great quality hair hair great quality soft vender great communication reply fast,1.0,1
673762,5,Love it! I have slightly wavey and very puffy ...,2017-07-29 17:52:39.801,love slightly wavey puffy   love slightly wavey puffy hair brush minute look lot straight considerably volume come nice box comb pocket mirror useful travel bag,1.0,1
617671,5,Satisfied,2020-08-17 22:49:17.800,satisfied love closure thick soft pleased,1.0,1
698859,2,Two Stars,2017-04-01 21:18:40.000,star ton fallout stain skin,-0.5,0
679064,5,Great clay mask!,2018-11-15 19:47:42.177,great clay mask wife order face clay base friend recommendation long know clay produce ukraine popular slavic woman great product trust common country local market wife satisfied quality effect clay mask nice big set money couple month depend issue zip lock individual package need figure close opening think product great,1.0,1
259055,2,gel still lifts,2011-04-25 22:51:31.000,gel lift ill try ibd stick primer maybe help thin nail bendable peel,-0.5,0
23503,5,Good quality ingredients,2022-03-21 11:07:59.785,good quality ingredient nice scent help hair look feel healthy,1.0,1
111181,5,You NEED these!,2022-02-16 14:53:24.012,need   love nail love change time come m big fan polish strip like color street quick easy apply   not time spend time change get mess time consume anymore little clip bee knee pump bottle come little cotton pad perfect make polish change quick easy soak fingertip bowl polish remover wrap tin foil removersoake cotton pad scrub eternity red glitter polish slide ease,1.0,1
414924,5,Smooth silky hair,2017-02-05 15:45:30.000,smooth silky hair perfect gift set daughter long thick hair love oil,1.0,1
101718,2,2/5ths of the order is correct,2020-10-11 22:48:05.696,th order correct miss bottle polish get color matte advertise order great disappointing,-0.5,0
368645,5,Happy wife....Happy life!,2020-08-24 18:52:56.763,happy wifehappy life hesitation buy hair online receive product wife impressed quality compare purchase   perfect texture color handle clean nicely   certainly continue orderfrom merchant,1.0,1
537602,2,Two Stars,2016-02-23 22:15:43.000,star terrible packaging disappointed arrive,-0.5,0
409822,5,yay! For this spray!!,2020-09-30 22:00:50.741,yay spray great product   good price,1.0,1
673723,5,Love this crystal clear and super roomy organizer!!!,2020-10-02 02:27:49.150,love crystal clear super roomy organizer exactly need organizer easily fit spare skincare product cosmetic drawer perfectly design hold jewelry small accessory material look sturdy expect use long time aesthetically worth price come crystal clear scratch,1.0,1
430339,2,Not good product for natural hair.,2019-12-18 01:02:01.354,good product natural hair like hair look fate shinny,-0.5,0
291569,1,Way smaller than they look,2022-09-23 23:50:35.066,way small look think normal size clipper child size joke,-1.0,0
627822,4,Worth it,2015-06-15 16:33:10.000,worth m glad relive find dvd   instruction option english device nva   dvd informative certainly help learn navigate troubleshoot machine instruction come machine help   rate   star cover properly perform microcurrent facial   nice perform typical microcurrent hand piece,0.5,1
286920,3,Broken product,2021-08-06 02:49:13.930,broken product came break package smh,0.0,0
224386,1,Waist of money,2019-12-27 17:51:33.892,waist money come   silicone grill small fit tooth,-1.0,0
67142,5,Easy to use,2021-07-06 02:43:46.802,easy use work like one kid hand not use regular rubber band hair tie nice easy,1.0,1
318382,1,Not for me,2022-08-18 14:11:43.460,nice scent bar lather okay not rinse leave residue fine straight hair take couple shampoo regular product remove residue,-1.0,0
452582,1,Does not work!,2018-03-06 13:16:41.139,work ve twice day remove,-1.0,0
393751,5,❤️,2019-10-01 17:48:34.623,  love work cute not,1.0,1
256420,3,Tip broke off,2021-03-13 18:02:26.989,tip break make life easy pick rhinestone use pink tip break sharpen knife job not like look,0.0,0
82603,5,FUN!,2018-06-18 10:43:53.980,fun fun lot grandson ball painting bath tub,1.0,1
316450,5,Five Stars,2017-12-22 22:35:00.963,star love m buy,1.0,1
79428,4,Great for newcomers and old salts!,2013-10-29 23:41:17.000,great newcomer old salt yokosuka   year organizer meetup group adventurous word yokosuka spend lot time town know place book plethora explore treasure include work way book have great time gift twice seek try culture yokosuka wish index like suggest companion application smartphone pay free print book purchaser bee knee,0.5,1
259152,5,Smells Divine!,2020-08-26 16:11:57.868,smell divine love cleanser great job remove trace makeup dry extremely dry skin favorite product lovely subtle lavender scent lt,1.0,1
133083,5,Glad to find these again!,2019-03-22 01:25:38.204,glad find not live s not able find year   think not like one   buy find time remove edge little layer feel like one   remember   wish find cherry strawberry   coke flavor not favorite,1.0,1
443620,4,Not a soft bristle!,2016-01-01 16:58:16.000,soft bristle like brush stiff like soften use go stiff brush,0.5,1
376046,1,Disappointed,2019-09-17 12:28:45.293,disappoint literally magnet stick plastic take case lash lift eyelid hope work like review say,-1.0,0
466306,1,"Only 1, not 2",2018-10-23 23:24:36.740,    say pack   actually,-1.0,0
188024,5,Good product,2021-06-01 18:14:42.548,good product live large brush,1.0,1
101097,5,Nice and soft,2021-06-11 22:01:06.516,nice soft unfortunately wash hair   time dirty chemical cover constantly yellowish brown washing soak alcohol kill bacteria germ hair clean soft not thin like review not super sick overall satisfied receive money pay,1.0,1
589002,5,Several Compliments!!!!,2021-07-13 11:24:25.434,compliment hair soft easymanagable stylist install scalp not itchyirritate installment hair seller professional offer great customer service business company,1.0,1
424954,1,Yikes,2019-12-09 08:36:04.503,yike glue amazing love find way buy glue lash suuuuuper long look like yzma emperor new groove,-1.0,0
641128,5,great product,2017-02-05 03:04:11.000,great product use face hand foot week ve try year foot soft product achieve product take dead skin foot minute hand face smooth,1.0,1
88556,5,Has allergies & asthma so no smell is wonderful,2017-09-24 19:21:12.359,allergy   asthma smell wonderful yes far not busy get stuff flooded house thing notice   catch attention scent free   allergy   asthma smell wonderful,1.0,1
638800,5,Good product,2016-07-25 19:30:37.000,good product want,1.0,1
495000,3,Its ok,2019-09-23 18:24:06.714,ok hair okay price not like big hump give tighten drawstring wear bun look,0.0,0
269657,5,Love!!! Really removes makeup.,2016-04-27 19:21:55.000,love remove makeup absolutely love cleansing oil remove black liquid liner mascara completely not leave black mark hand towel leave face feel moisturize oily wash away clean love stuff reorder,1.0,1
443354,5,Great value,2020-12-25 19:45:29.710,great value great value stay week great selection style,1.0,1
256065,5,Works great,2020-02-01 18:38:22.599,work great great mascara money,1.0,1
567623,5,Five Stars,2014-12-07 13:26:27.000,star work advertise save wrist lot pain,1.0,1
536228,1,Choose wisely,2019-02-28 22:51:22.043,choose wisely buy headphone december curently february sound unclear stop work not think ill buy pair consider pair long,-1.0,0
612056,4,... big bigger than I had expected but it looks like the picture and hasn't broken yet,2015-06-11 14:15:25.000,  big big expect look like picture not break big big expect look like picture not break,0.5,1
629913,1,Costume,2022-06-15 01:26:57.565,costume look like costume wig short description,-1.0,0
139210,5,Quick and Easy Morning Routine,2019-08-05 19:38:55.303,quick easy morning routine add morning routine thank later m buy fancy face mask use lot makeup think d roller whirl week pore visibly shrink skin look bright use combination vitamin e oil,1.0,1
70436,5,So thick and softened the skin,2021-05-04 22:07:55.181,thick soften skin make skin soft plyabl soft lavender scentbr thick cream   nice,1.0,1
312006,5,Me gusto mucho,2021-03-13 15:34:14.477,gusto mucho gusto mucho,1.0,1
334392,4,So many tools!,2019-03-22 03:03:29.182,tool size perfect purse standard nail clipper little flimsy good like good deal,0.5,1
151475,5,Great,2019-10-24 16:46:25.949,great love dish,1.0,1
348450,5,Love it!,2019-03-06 03:28:30.020,love wet hair twist emit continuous stream perfect messy traditional spray bottle evenly cover hair,1.0,1
54204,3,Cheaply made.,2019-06-20 23:40:58.614,cheaply daughter love bow look product cheaply glued come apart week use   time use buy,0.0,0
